targetid,wavelength,snr,ra,dec,tile,verdict,reason
616094231546561303,5916.800000000036,21.81827163696289,224.75257026941168,68.78597145646135,80959,REAL_SIGNAL,"Gaussian (w1=0.41, w2=0.14)"
616094298210829216,5960.0000000000455,21.11697196960449,180.5975281006096,78.56815575049626,80952,REAL_SIGNAL,"Gaussian (w1=0.54, w2=0.05)"
616088557664076276,7370.400000000366,20.84699440002441,149.92729499690583,0.7247094220344403,7,COSMIC_RAY,Sharp (w1=0.07)
616094270398399575,6040.800000000064,20.60469055175781,180.1995172147774,73.85739047630092,80951,COSMIC_RAY,Sharp (w1=0.07)
616094270402593377,6724.000000000219,20.42837905883789,181.4157455647031,73.75001917188489,80951,COSMIC_RAY,Sharp (w1=-0.03)
616094270398398726,6111.20000000008,20.27910041809082,180.45098932117187,73.67835017776295,80951,AMBIGUOUS,"Intermediate (w1=0.46, w2=-0.03)"
616094270398399491,6820.000000000241,20.26302528381348,180.57814800697244,73.84009281463271,80951,AMBIGUOUS,"Intermediate (w1=0.32, w2=-0.03)"
616094273749648246,6935.200000000267,20.0290470123291,179.71359101896263,74.30608201776224,80951,REAL_SIGNAL,"Gaussian (w1=0.51, w2=0.14)"
616094273753842008,7276.800000000345,18.9962100982666,180.11690821391105,74.19125873284457,80951,AMBIGUOUS,"Intermediate (w1=0.32, w2=-0.06)"
616094277008621769,7412.800000000376,18.8452205657959,180.20752263792383,74.65963722198633,80951,AMBIGUOUS,"Intermediate (w1=0.20, w2=-0.02)"
616094272088703958,7269.600000000343,18.706153869628903,180.87014119999495,74.07975834302765,80951,AMBIGUOUS,"Intermediate (w1=0.22, w2=-0.07)"
616094275393815317,6591.200000000189,18.4261474609375,180.41056320891545,74.53372611135434,80951,AMBIGUOUS,"Intermediate (w1=0.49, w2=-0.06)"
616094270390009935,7017.600000000286,18.302125930786133,178.8748996776379,73.63392966924195,80951,AMBIGUOUS,"Intermediate (w1=0.50, w2=-0.04)"
616094273753842008,7120.800000000309,18.294418334960938,180.11690821391105,74.19125873284457,80951,AMBIGUOUS,"Intermediate (w1=0.26, w2=-0.08)"
616094277008621769,6200.0000000001,18.185699462890625,180.20752263792383,74.65963722198633,80951,COSMIC_RAY,Sharp (w1=0.00)
616094268678734674,7267.200000000343,17.340633392333984,179.75245685901268,73.55599031307726,80951,AMBIGUOUS,"Intermediate (w1=0.27, w2=-0.06)"
616094302841341122,5977.6000000000495,20.51258087158203,165.3468327504027,79.62323715130694,80949,TILE_NOT_FOUND,
616094298156302511,6501.600000000169,19.516510009765625,165.20381973687014,78.40725052845896,80949,TILE_NOT_FOUND,
616094300551250777,7309.600000000352,19.32462501525879,163.79742459491604,79.0557109792625,80949,TILE_NOT_FOUND,
616094298160497844,6034.400000000062,19.30006217956543,165.9276226364216,78.6235212304438,80949,TILE_NOT_FOUND,
616094300551250325,6722.400000000219,19.15304374694824,163.71402278842294,78.95133200365407,80949,TILE_NOT_FOUND,
616094298156302511,6976.800000000277,18.598852157592773,165.20381973687014,78.40725052845896,80949,TILE_NOT_FOUND,
616094299376844867,6653.600000000203,18.58901023864746,166.22653496690396,78.63343346312641,80949,TILE_NOT_FOUND,
616094300559638674,6607.200000000193,18.177743911743164,166.81771149358542,78.89866441899676,80949,TILE_NOT_FOUND,
616094298164691338,7557.600000000409,18.06840705871582,167.37251236536574,78.45787092379828,80949,TILE_NOT_FOUND,
616094298152108629,6060.000000000068,17.89693260192871,163.9132816554344,78.49732378029624,80949,TILE_NOT_FOUND,
616094298156302511,6451.200000000157,17.794038772583008,165.20381973687014,78.40725052845896,80949,TILE_NOT_FOUND,
616094301713072259,5924.8000000000375,17.718778610229492,165.73066892760014,79.14282945454538,80949,TILE_NOT_FOUND,
616094298152108390,6102.400000000078,17.699188232421875,163.69514568101852,78.45107859650356,80949,TILE_NOT_FOUND,
616094270469701697,7036.00000000029,20.51077461242676,195.1715883199307,73.63090852216322,80954,AMBIGUOUS,"Intermediate (w1=0.25, w2=-0.07)"
616094277075730461,6801.600000000237,20.37635803222656,195.22457555914443,74.62622405233006,80954,AMBIGUOUS,"Intermediate (w1=0.36, w2=-0.05)"
616094272155813000,7040.800000000291,20.265607833862305,195.16479021519373,74.1202558516011,80954,AMBIGUOUS,"Intermediate (w1=0.27, w2=-0.04)"
616094268750037421,6681.60000000021,20.253368377685547,194.6152406113431,73.46209881603902,80954,REAL_SIGNAL,"Gaussian (w1=0.25, w2=0.13)"
616094270473896343,6212.000000000103,20.129344940185547,196.27954280178776,73.70837114510067,80954,AMBIGUOUS,"Intermediate (w1=0.48, w2=0.00)"
616094273820950657,7359.200000000364,19.75472450256348,194.8977547942039,74.1488024162141,80954,AMBIGUOUS,"Intermediate (w1=0.36, w2=-0.10)"
616094272151617617,6936.800000000268,19.65645217895508,194.1218912197649,73.88687111989061,80954,AMBIGUOUS,"Intermediate (w1=0.37, w2=-0.10)"
616094272151618275,6358.400000000136,19.52197265625,194.31651704047408,74.03116631726654,80954,AMBIGUOUS,"Intermediate (w1=0.23, w2=-0.02)"
616094275456729653,7023.200000000287,19.239879608154297,194.7035945409568,74.49230694828472,80954,AMBIGUOUS,"Intermediate (w1=0.35, w2=-0.07)"
616094272155812556,7424.000000000378,18.55502319335937,194.87551929091765,74.02572543909041,80954,AMBIGUOUS,"Intermediate (w1=0.22, w2=-0.03)"
616094272160006433,6642.400000000201,18.45279884338379,195.97490750183687,73.92881511243881,80954,AMBIGUOUS,"Intermediate (w1=0.52, w2=0.00)"
616094268754231748,6247.200000000111,18.225481033325195,194.88506446704864,73.46441909636025,80954,REAL_SIGNAL,"Gaussian (w1=0.63, w2=0.06)"
616094270469702620,7085.600000000301,17.81907081604004,195.7573603461473,73.83592512258205,80954,AMBIGUOUS,"Intermediate (w1=0.24, w2=-0.10)"
616094270469701927,6288.80000000012,17.606658935546875,195.55726570961951,73.68409598210701,80954,COSMIC_RAY,Sharp (w1=-2.43)
616094272151617659,6892.000000000257,17.53626823425293,193.913926563299,73.89465125882823,80954,COSMIC_RAY,Sharp (w1=0.12)
616094272151618275,6136.0000000000855,17.217124938964844,194.31651704047408,74.03116631726654,80954,AMBIGUOUS,"Intermediate (w1=0.20, w2=-0.05)"
616094268754231393,6458.400000000159,17.17304229736328,195.03249927873597,73.38772589558194,80954,AMBIGUOUS,"Intermediate (w1=0.59, w2=-0.02)"
616094300698050868,5850.400000000021,20.40619659423828,208.6885340829388,78.92860222776685,80958,COSMIC_RAY,Sharp (w1=0.12)
616094302979752979,6125.600000000083,20.31258583068848,210.01597162604787,79.58889539179776,80958,AMBIGUOUS,"Intermediate (w1=0.20, w2=0.11)"
616094304078659606,7588.000000000416,20.10489654541016,209.5819044415583,79.62596900699396,80958,AMBIGUOUS,"Intermediate (w1=0.37, w2=-0.03)"
616094304078660576,7289.600000000348,20.035993576049805,209.9801479368884,79.8343183300915,80958,COSMIC_RAY,Sharp (w1=0.06)
616094298307297673,7244.000000000337,19.862890243530277,209.30324384882556,78.45181594471508,80958,AMBIGUOUS,"Intermediate (w1=0.41, w2=-0.07)"
616094300698050612,6627.200000000197,19.78118705749512,209.14669396560308,78.88395582680614,80958,COSMIC_RAY,Sharp (w1=0.01)
616094302979752545,5815.200000000013,19.581298828125,210.55392761049836,79.49630819208173,80958,AMBIGUOUS,"Intermediate (w1=0.29, w2=-0.07)"
616094300698051723,6956.800000000272,19.46060943603516,209.502418565018,79.12033985693608,80958,AMBIGUOUS,"Intermediate (w1=0.55, w2=-0.02)"
616094298311491888,6001.600000000055,19.23426055908203,209.96253119974057,78.43050521919692,80958,AMBIGUOUS,"Intermediate (w1=0.24, w2=-0.07)"
616094302979752979,6764.000000000228,18.73150062561035,210.01597162604787,79.58889539179776,80958,AMBIGUOUS,"Intermediate (w1=0.21, w2=-0.06)"
616094304078660474,6723.200000000219,18.35990524291992,209.8583225907093,79.81334097267937,80958,AMBIGUOUS,"Intermediate (w1=0.38, w2=-0.08)"
616094299519451953,6882.400000000255,18.22123908996582,209.78439248522588,78.79741829613367,80958,COSMIC_RAY,Sharp (w1=0.14)
616094299523645952,6368.800000000138,18.095233917236328,210.66656453040724,78.72946322875042,80958,AMBIGUOUS,"Intermediate (w1=0.57, w2=0.04)"
616094300706439794,7092.800000000303,17.989503860473633,211.18640178601703,78.99861321154997,80958,REAL_SIGNAL,"Gaussian (w1=0.50, w2=0.10)"
616094299519451637,6920.000000000264,17.804269790649414,209.8092018601931,78.72731493614643,80958,AMBIGUOUS,"Intermediate (w1=0.23, w2=-0.08)"
616094300698051723,7595.200000000417,17.71059226989746,209.502418565018,79.12033985693608,80958,REAL_SIGNAL,"Gaussian (w1=0.28, w2=0.12)"
616094299527840224,6488.800000000166,17.695526123046875,211.77970380334108,78.71617073550468,80958,COSMIC_RAY,Sharp (w1=-0.02)
616094298307297937,7461.600000000387,17.586713790893555,208.6154359869765,78.51095409614396,80958,AMBIGUOUS,"Intermediate (w1=0.29, w2=-0.06)"
616094301855679681,7442.4000000003825,17.379653930664062,210.6816479019941,79.37325935783527,80958,AMBIGUOUS,"Intermediate (w1=0.24, w2=-0.15)"
616094299515257308,7228.000000000334,17.350988388061523,208.1875075731371,78.72344237577039,80958,AMBIGUOUS,"Intermediate (w1=0.44, w2=-0.04)"
616094299523646516,5922.400000000037,17.27788734436035,210.4788268067601,78.84930852312765,80958,AMBIGUOUS,"Intermediate (w1=0.34, w2=-0.03)"
616094300698051054,6145.600000000088,17.2762451171875,209.66524546136608,78.97789110371646,80958,AMBIGUOUS,"Intermediate (w1=0.21, w2=-0.04)"
616094299519452090,6448.000000000156,17.235279083251953,209.88092988101027,78.82149980307075,80958,AMBIGUOUS,"Intermediate (w1=0.23, w2=-0.12)"
616094300698050612,7512.000000000398,17.151308059692383,209.14669396560308,78.88395582680614,80958,AMBIGUOUS,"Intermediate (w1=0.22, w2=-0.08)"
616094298311491913,6637.6000000002,17.015546798706055,210.33312981972065,78.43953015943636,80958,AMBIGUOUS,"Intermediate (w1=0.35, w2=-0.02)"
616094299519451953,5867.200000000024,16.96842384338379,209.78439248522588,78.79741829613367,80958,REAL_SIGNAL,"Gaussian (w1=0.64, w2=0.48)"
616094235816362131,5899.200000000032,19.91811180114746,210.6668183521541,69.15181606892382,80956,TILE_NOT_FOUND,
616094231454286579,6956.000000000272,18.9281005859375,209.70077297747287,68.7835720619521,80956,TILE_NOT_FOUND,
616094233643712576,7270.400000000343,18.69496154785156,209.1773268432809,68.88377887336607,80956,TILE_NOT_FOUND,
616094231462674448,6977.600000000277,18.35291862487793,211.15396402033255,68.62645939138983,80956,TILE_NOT_FOUND,
616094233643713462,6377.60000000014,17.816343307495117,209.67217747832865,69.07357958806973,80956,TILE_NOT_FOUND,
616094233643712956,7159.200000000318,17.643720626831055,209.266860964531,68.96364893323812,80956,TILE_NOT_FOUND,
616094237951263596,6048.800000000066,17.092988967895508,209.75400816770568,69.55835620374592,80956,TILE_NOT_FOUND,
616094229243888766,7212.80000000033,16.796876907348633,210.52714543099697,68.61198287955946,80956,TILE_NOT_FOUND,
616094233824068262,6322.400000000128,19.823226928710938,239.2688245447833,69.01632152753635,80962,AMBIGUOUS,"Intermediate (w1=0.23, w2=-0.01)"
616094229424243334,5922.400000000037,19.12707901000977,239.9177140194406,68.51095028906882,80962,AMBIGUOUS,"Intermediate (w1=0.23, w2=-0.14)"
616094229420048993,7437.600000000381,17.452199935913086,239.27537140407,68.50366276667789,80962,AMBIGUOUS,"Intermediate (w1=0.22, w2=-0.10)"
616094268972336187,6410.400000000148,19.56538391113281,240.29720913961896,73.59340774086989,80963,AMBIGUOUS,"Intermediate (w1=0.25, w2=-0.06)"
616088593911251607,6123.200000000083,19.176921844482425,150.2570447485494,2.260729936259671,80742,AMBIGUOUS,"Intermediate (w1=0.44, w2=-0.01)"
616088581835849935,6424.000000000151,18.02271270751953,150.51167413356686,1.659715996685212,80742,AMBIGUOUS,"Intermediate (w1=0.34, w2=-0.06)"
616088587871454220,6431.200000000153,18.01138687133789,150.34874621336866,2.087951656361561,80742,AMBIGUOUS,"Intermediate (w1=0.23, w2=-0.05)"
616094301759209594,6761.600000000228,19.10448265075684,180.64998174409877,79.14152462767059,80952,AMBIGUOUS,"Intermediate (w1=0.22, w2=-0.06)"
616094299422983310,7462.400000000387,17.575889587402344,180.84294887056137,78.86989859392268,80952,COSMIC_RAY,Sharp (w1=0.12)
616094272298418880,5870.400000000025,18.97453117370605,225.7980218997321,74.01977053379181,80960,AMBIGUOUS,"Intermediate (w1=0.32, w2=-0.01)"
616094272294224353,5955.200000000044,17.45462417602539,224.2941681428686,73.97339372099705,80960,AMBIGUOUS,"Intermediate (w1=0.28, w2=-0.01)"
616094270612308502,7278.400000000345,16.969371795654297,225.86545107558524,73.73123822711386,80960,AMBIGUOUS,"Intermediate (w1=0.21, w2=-0.01)"
616094233102647961,6790.400000000234,18.87143325805664,120.46029161153116,69.01118810654755,80938,REAL_SIGNAL,"Gaussian (w1=0.42, w2=0.40)"
616094233102648438,6892.800000000258,18.07820701599121,120.01976196852767,69.1101952265005,80938,AMBIGUOUS,"Intermediate (w1=0.22, w2=-0.10)"
616094228677657389,7240.800000000337,17.157678604125977,119.6182172179279,68.54113004876915,80938,AMBIGUOUS,"Intermediate (w1=0.36, w2=0.01)"
616094235904442657,5936.00000000004,18.67466354370117,225.3347073281272,69.18016867673276,80959,AMBIGUOUS,"Intermediate (w1=0.19, w2=-0.03)"
616094231550755498,6547.200000000179,18.45510482788086,225.5228536056505,68.76772111990327,80959,KNOWN_LINE,ASTRO_6548
616094023320338909,5920.000000000036,17.68439483642578,174.13393258064212,51.46908727436089,80730,COSMIC_RAY,Sharp (w1=0.04)
616094231278125613,6330.40000000013,17.597335815429688,180.7149130385397,68.73271979480333,80950,AMBIGUOUS,"Intermediate (w1=0.17, w2=-0.00)"
616094299469119874,6204.800000000101,17.497617721557617,195.07152702604776,78.70817617560296,80955,TILE_NOT_FOUND,
616094107957198964,7060.000000000296,17.383193969726562,188.1836626907421,57.39884610335397,81062,COSMIC_RAY,Sharp (w1=-0.00)
616094299716583492,6467.200000000161,17.0750789642334,268.1251475103873,78.63295202896187,80970,COSMIC_RAY,Sharp (w1=0.05)
